J0012+54_59319_pow_fdp.fil,129.8,565.7536102400001
J0012+54_59260_pow_fdp.fil,129.9,582.61372928
J0012+54_59253_pow_fdp.fil,129.9,768.5357568000001
J0012+54_58908_pow_fdp.fil,129.8,711.71014656
J0012+54_58912_pow_fdp.fil,130.0,325.30071552
J0012+54_58923_pow_fdp.fil,130.3,824.27445248
J0012+54_59264_pow_fdp.fil,130.0,833.2273254400001
J0012+54_59353_pow_fdp.fil,130.1,738.656256
J0012+54_58909_pow_fdp.fil,130.1,836.49757184
J0012+54_59272_pow_fdp.fil,129.8,433.81686272
J0012+54_59325_pow_fdp.fil,129.6,1041.17895168
J0012+54_59275_pow_fdp.fil,129.2,583.9480422400001
J0012+54_59259_pow_fdp.fil,129.9,882.7522252800001
J0012+54_59332_pow_fdp.fil,129.6,815.4759168
J0012+54_58901_pow_fdp.fil,130.5,900.18021376
J0012+54_58908_pow_fdp.fil,130.3,611.84802816
J0012+54_59328_pow_fdp.fil,129.0,550.92314112
J0012+54_59358_pow_fdp.fil,130.3,627.89189632
J0012+54_59283_pow_fdp.fil,128.0,593.3573734400001
J0012+54_58907_pow_fdp.fil,130.2,894.75907584
J0012+54_59324_pow_fdp.fil,129.7,845.8371072
J0012+54_59325_pow_fdp.fil,129.8,1044.19885056
J0012+54_59357_pow_fdp.fil,129.8,571.96904448
J0012+54_59310_pow_fdp.fil,130.1,814.80777728
J0012+54_59346_pow_fdp.fil,130.0,759.2207974400001
J0012+54_58906_pow_fdp.fil,129.6,499.04353280000004
J0012+54_58907_pow_fdp.fil,129.8,973.42455808
J0012+54_59301_pow_fdp.fil,130.0,778.75478528
J0012+54_59265_pow_fdp.fil,131.0,467.57904384
J0012+54_59332_pow_fdp.fil,129.6,646.06175232
J0012+54_59318_pow_fdp.fil,129.7,396.435456
J0012+54_59262_pow_fdp.fil,129.7,771.31579392
J0012+54_58907_pow_fdp.fil,131.1,891.72836352
J0012+54_58908_pow_fdp.fil,130.5,478.77357568
J0012+54_59262_pow_fdp.fil,130.1,925.61801216
J0012+54_59262_pow_fdp.fil,130.2,768.29949952
J0012+54_58916_pow_fdp.fil,129.9,866.8535193600001
J0012+54_58916_pow_fdp.fil,130.2,863.8103552
J0012+54_59281_pow_fdp.fil,130.0,754.63163904
J0012+54_58915_pow_fdp.fil,130.3,537.51840768
J0012+54_59340_pow_fdp.fil,130.4,832.44679168
J0012+54_58923_pow_fdp.fil,129.9,542.9231616
J0012+54_59348_pow_fdp.fil,129.7,858.57665024
J0012+54_59336_pow_fdp.fil,130.2,553.99317504
J0012+54_59337_pow_fdp.fil,129.7,417.17858304000003
J0012+54_59338_pow_fdp.fil,130.0,723.45092096
J0012+54_59338_pow_fdp.fil,128.0,723.4797568
J0012+54_58908_pow_fdp.fil,129.6,515.055616
